,0
0,0.14736890717712825
1,7.196924903308125
2,8.358311072145792
3,9.119415611686774
4,0.0
5,18.908713775672393
6,0.0
7,0.6290603855640607
8,8.49148605659521
9,49.63693637460641
10,11.618290021602444
11,31.245738522846963
12,27.083121519243928
13,49.67189716547448
14,48.1147094194113
15,18.94926195544966
16,39.568702637107336
17,19.798520784845426
18,0.0
19,8.086364431725473
20,0.0
21,18.016040608753194
22,21.15450531081979
23,0.0
