PeriodEnd,PeriodStart,Period,AirTemp,AlbedoDaily,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowDepth,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith
2018-05-31T01:00:00Z,2018-05-31T00:30:00Z,PT30M,17.0,0.06,6,0.0,13.8,0,0,0,0,0,0,21.8,81.3,0.0,1019.3,19,3.0,125
2018-05-31T01:30:00Z,2018-05-31T01:00:00Z,PT30M,16.9,0.06,-3,7.6,14.1,0,0,0,0,0,0,21.8,83.4,0.0,1019.2,20,3.0,126
2018-05-31T02:00:00Z,2018-05-31T01:30:00Z,PT30M,16.8,0.06,-11,51.1,14.4,0,0,0,0,0,0,21.8,85.6,0.0,1019.0,20,3.0,125
2018-05-31T02:30:00Z,2018-05-31T02:00:00Z,PT30M,16.7,0.06,-20,51.9,14.7,0,0,0,0,0,0,21.9,87.8,0.0,1018.8,21,3.0,123
2018-05-31T03:00:00Z,2018-05-31T02:30:00Z,PT30M,16.6,0.06,-27,51.6,15.0,0,0,0,0,0,0,21.9,90.0,0.0,1018.6,21,3.0,121
2018-05-31T03:30:00Z,2018-05-31T03:00:00Z,PT30M,16.6,0.06,-34,51.9,15.1,0,0,0,0,0,0,21.9,91.2,0.0,1018.5,21,3.0,117
2018-05-31T04:00:00Z,2018-05-31T03:30:00Z,PT30M,16.5,0.06,-41,51.3,15.1,0,0,0,0,0,0,21.9,91.4,0.0,1018.4,21,3.1,114
2018-05-31T04:30:00Z,2018-05-31T04:00:00Z,PT30M,16.5,0.06,-47,51.8,15.1,0,0,0,0,0,0,21.9,91.6,0.0,1018.3,22,3.3,109
2018-05-31T05:00:00Z,2018-05-31T04:30:00Z,PT30M,16.5,0.06,-52,51.9,15.1,0,0,0,0,0,0,21.9,91.7,0.0,1018.2,22,3.4,104
2018-05-31T05:30:00Z,2018-05-31T05:00:00Z,PT30M,16.4,0.06,-57,51.5,15.1,0,0,0,0,0,0,21.9,91.9,0.0,1018.2,22,3.5,99
2018-05-31T06:00:00Z,2018-05-31T05:30:00Z,PT30M,16.4,0.06,-61,51.2,15.1,0,0,0,0,0,0,21.9,92.1,0.0,1018.1,22,3.6,94
2018-05-31T06:30:00Z,2018-05-31T06:00:00Z,PT30M,16.4,0.06,-65,48.9,15.1,10,0,0,10,9,10,21.9,92.1,0.0,1018.1,23,3.7,88
2018-05-31T07:00:00Z,2018-05-31T06:30:00Z,PT30M,16.4,0.06,-69,53.0,15.1,39,0,0,39,37,39,21.9,92.1,0.0,1018.3,24,3.7,82
2018-05-31T07:30:00Z,2018-05-31T07:00:00Z,PT30M,16.4,0.06,-73,55.7,15.1,83,0,0,83,78,83,21.9,92.0,0.0,1018.5,26,3.8,76
2018-05-31T08:00:00Z,2018-05-31T07:30:00Z,PT30M,16.3,0.06,-76,58.9,15.0,119,0,0,119,112,119,21.9,92.0,0.0,1018.7,27,3.8,70
2018-05-31T08:30:00Z,2018-05-31T08:00:00Z,PT30M,16.3,0.06,-80,65.3,15.0,137,0,0,137,129,137,21.9,91.9,0.0,1018.9,28,3.9,64
2018-05-31T09:00:00Z,2018-05-31T08:30:00Z,PT30M,16.3,0.06,-83,58.4,15.0,213,0,0,213,201,213,21.9,91.8,0.0,1019.0,30,3.9,58
2018-05-31T09:30:00Z,2018-05-31T09:00:00Z,PT30M,16.6,0.06,-87,48.1,14.9,316,0,0,316,297,316,22.0,90.1,0.0,1019.3,31,3.7,52
2018-05-31T10:00:00Z,2018-05-31T09:30:00Z,PT30M,17.0,0.06,-91,48.3,14.8,364,0,0,364,342,364,22.1,86.8,0.0,1019.5,33,3.2,45
2018-05-31T10:30:00Z,2018-05-31T10:00:00Z,PT30M,17.5,0.06,-95,49.8,14.7,397,0,0,397,374,397,22.2,83.7,0.0,1019.8,35,2.8,39
2018-05-31T11:00:00Z,2018-05-31T10:30:00Z,PT30M,18.0,0.06,-101,43.3,14.6,492,0,0,492,462,492,22.3,80.6,0.0,1020.0,38,2.3,33
2018-05-31T11:30:00Z,2018-05-31T11:00:00Z,PT30M,18.5,0.06,-107,42.2,14.5,536,0,0,536,505,536,22.4,77.7,0.0,1020.3,42,1.8,27
2018-05-31T12:00:00Z,2018-05-31T11:30:00Z,PT30M,19.0,0.06,-117,51.0,14.4,478,0,0,478,450,478,22.5,75.0,0.0,1020.5,49,1.4,21
2018-05-31T12:30:00Z,2018-05-31T12:00:00Z,PT30M,19.0,0.06,-132,56.9,14.4,434,0,0,434,408,434,22.6,74.4,0.0,1020.6,51,1.2,16
2018-05-31T13:00:00Z,2018-05-31T12:30:00Z,PT30M,18.8,0.06,-158,50.1,14.5,512,0,0,512,481,512,22.6,76.0,0.0,1020.5,46,1.3,12
2018-05-31T13:30:00Z,2018-05-31T13:00:00Z,PT30M,18.5,0.06,168,47.8,14.5,537,0,0,537,505,537,22.5,77.7,0.0,1020.5,41,1.4,11
2018-05-31T14:00:00Z,2018-05-31T13:30:00Z,PT30M,18.2,0.06,139,35.7,14.6,602,52,50,653,617,654,22.5,79.3,0.0,1020.4,37,1.5,14
2018-05-31T14:30:00Z,2018-05-31T14:00:00Z,PT30M,17.9,0.06,121,31.7,14.6,581,98,93,674,640,680,22.5,81.0,0.0,1020.3,33,1.5,19
2018-05-31T15:00:00Z,2018-05-31T14:30:00Z,PT30M,17.6,0.06,110,31.8,14.7,557,95,86,643,608,655,22.4,82.7,0.0,1020.3,29,1.7,25
2018-05-31T15:30:00Z,2018-05-31T15:00:00Z,PT30M,17.5,0.06,103,29.2,14.7,506,141,120,626,591,655,22.4,83.6,0.0,1020.2,25,1.9,31
2018-05-31T16:00:00Z,2018-05-31T15:30:00Z,PT30M,17.6,0.06,97,21.6,14.7,400,298,239,639,597,718,22.3,83.6,0.0,1020.1,21,2.2,37
2018-05-31T16:30:00Z,2018-05-31T16:00:00Z,PT30M,17.6,0.06,92,31.6,14.8,438,86,61,499,466,535,22.2,83.6,0.0,1020.1,18,2.6,43
2018-05-31T17:00:00Z,2018-05-31T16:30:00Z,PT30M,17.6,0.06,88,22.6,14.8,337,243,156,493,448,614,22.2,83.6,0.0,1020.0,15,2.9,50
2018-05-31T17:30:00Z,2018-05-31T17:00:00Z,PT30M,17.7,0.06,84,20.8,14.8,274,270,154,428,378,585,22.1,83.6,0.0,1019.9,13,3.3,56
2018-05-31T18:00:00Z,2018-05-31T17:30:00Z,PT30M,17.7,0.06,81,31.9,14.9,276,41,18,294,272,326,22.0,83.5,0.0,1019.9,12,3.7,62
2018-05-31T18:30:00Z,2018-05-31T18:00:00Z,PT30M,17.7,0.06,77,36.1,14.9,190,52,21,211,191,253,21.9,83.6,0.0,1019.9,12,3.9,68
2018-05-31T19:00:00Z,2018-05-31T18:30:00Z,PT30M,17.7,0.06,74,43.8,14.9,116,25,5,121,109,133,21.9,83.7,0.0,1019.9,14,4.1,75
2018-05-31T19:30:00Z,2018-05-31T19:00:00Z,PT30M,17.7,0.06,70,16.9,14.9,75,135,21,97,67,125,21.8,83.8,0.0,1020.0,16,4.3,81
2018-05-31T20:00:00Z,2018-05-31T19:30:00Z,PT30M,17.7,0.06,66,0.3,14.9,20,157,15,36,16,19,21.7,83.9,0.0,1020.1,18,4.5,86
2018-05-31T20:30:00Z,2018-05-31T20:00:00Z,PT30M,17.7,0.06,62,0.0,15.0,0,1,0,0,0,0,21.6,84.0,0.0,1020.1,19,4.7,92
2018-05-31T21:00:00Z,2018-05-31T20:30:00Z,PT30M,17.7,0.06,58,0.0,15.0,0,0,0,0,0,0,21.6,84.1,0.0,1020.2,21,4.9,98
2018-05-31T21:30:00Z,2018-05-31T21:00:00Z,PT30M,17.8,0.06,53,0.0,14.9,0,0,0,0,0,0,21.5,83.5,0.0,1020.3,21,5.0,103
2018-05-31T22:00:00Z,2018-05-31T21:30:00Z,PT30M,17.9,0.06,48,0.0,14.8,0,0,0,0,0,0,21.6,82.1,0.0,1020.5,21,4.9,108
2018-05-31T22:30:00Z,2018-05-31T22:00:00Z,PT30M,18.0,0.06,43,0.0,14.6,0,0,0,0,0,0,21.6,80.7,0.0,1020.6,21,4.9,112
2018-05-31T23:00:00Z,2018-05-31T22:30:00Z,PT30M,18.1,0.06,36,0.0,14.4,0,0,0,0,0,0,21.6,79.4,0.0,1020.8,21,4.9,116
2018-05-31T23:30:00Z,2018-05-31T23:00:00Z,PT30M,18.2,0.06,29,0.0,14.3,0,0,0,0,0,0,21.7,78.1,0.0,1020.9,21,4.9,120
2018-06-01T00:00:00Z,2018-05-31T23:30:00Z,PT30M,18.2,0.06,22,0.0,14.1,0,0,0,0,0,0,21.7,76.8,0.0,1021.0,21,4.9,122
2018-06-01T00:30:00Z,2018-06-01T00:00:00Z,PT30M,18.2,0.06,14,0.0,14.1,0,0,0,0,0,0,21.7,76.9,0.0,1021.1,23,4.9,124
2018-06-01T01:00:00Z,2018-06-01T00:30:00Z,PT30M,18.1,0.06,6,0.0,14.3,0,0,0,0,0,0,21.6,78.4,0.0,1020.9,25,5.0,125
2018-06-01T01:30:00Z,2018-06-01T01:00:00Z,PT30M,18.0,0.06,-3,0.0,14.5,0,0,0,0,0,0,21.6,79.9,0.0,1020.8,28,5.0,125
2018-06-01T02:00:00Z,2018-06-01T01:30:00Z,PT30M,17.9,0.06,-11,0.0,14.7,0,0,0,0,0,0,21.5,81.4,0.0,1020.6,31,5.1,125
2018-06-01T02:30:00Z,2018-06-01T02:00:00Z,PT30M,17.8,0.05,-19,0.0,14.9,0,0,0,0,0,0,21.5,82.9,0.0,1020.5,33,5.2,123
2018-06-01T03:00:00Z,2018-06-01T02:30:00Z,PT30M,17.8,0.05,-27,0.0,15.1,0,0,0,0,0,0,21.4,84.5,0.0,1020.4,36,5.3,120
2018-06-01T03:30:00Z,2018-06-01T03:00:00Z,PT30M,17.7,0.05,-34,0.0,15.2,0,0,0,0,0,0,21.4,85.3,0.0,1020.3,38,5.3,117
2018-06-01T04:00:00Z,2018-06-01T03:30:00Z,PT30M,17.7,0.05,-41,0.0,15.2,0,0,0,0,0,0,21.3,85.3,0.0,1020.2,40,5.3,113
2018-06-01T04:30:00Z,2018-06-01T04:00:00Z,PT30M,17.7,0.05,-46,0.0,15.2,0,0,0,0,0,0,21.2,85.3,0.0,1020.2,42,5.4,109
2018-06-01T05:00:00Z,2018-06-01T04:30:00Z,PT30M,17.7,0.05,-52,0.0,15.2,0,0,0,0,0,0,21.1,85.3,0.0,1020.2,44,5.4,104
2018-06-01T05:30:00Z,2018-06-01T05:00:00Z,PT30M,17.7,0.05,-57,0.0,15.2,0,0,0,0,0,0,21.0,85.3,0.0,1020.1,46,5.4,99
2018-06-01T06:00:00Z,2018-06-01T05:30:00Z,PT30M,17.7,0.05,-61,0.0,15.2,0,0,0,0,0,0,20.9,85.3,0.0,1020.1,48,5.4,94
2018-06-01T06:30:00Z,2018-06-01T06:00:00Z,PT30M,17.7,0.05,-65,4.7,15.2,13,34,3,16,12,12,20.8,85.2,0.0,1020.2,49,5.5,88
2018-06-01T07:00:00Z,2018-06-01T06:30:00Z,PT30M,17.7,0.05,-69,27.0,15.2,62,28,4,66,57,69,20.7,85.2,0.0,1020.3,50,5.5,82
2018-06-01T07:30:00Z,2018-06-01T07:00:00Z,PT30M,17.7,0.05,-73,29.2,15.2,121,51,13,134,116,171,20.6,85.1,0.0,1020.4,50,5.6,76
2018-06-01T08:00:00Z,2018-06-01T07:30:00Z,PT30M,17.8,0.05,-76,35.1,15.2,175,40,12,187,169,220,20.5,85.0,0.0,1020.6,51,5.6,70
2018-06-01T08:30:00Z,2018-06-01T08:00:00Z,PT30M,17.8,0.05,-80,51.4,15.2,196,0,0,196,184,196,20.4,84.9,0.0,1020.7,51,5.7,64
2018-06-01T09:00:00Z,2018-06-01T08:30:00Z,PT30M,17.8,0.05,-83,47.1,15.2,270,0,0,270,254,270,20.4,84.8,0.0,1020.9,51,5.8,58
2018-06-01T09:30:00Z,2018-06-01T09:00:00Z,PT30M,18.0,0.05,-87,40.2,15.2,366,3,2,368,346,369,20.4,83.8,0.0,1021.0,51,5.8,52
2018-06-01T10:00:00Z,2018-06-01T09:30:00Z,PT30M,18.3,0.05,-91,39.2,15.1,426,7,5,430,404,434,20.6,82.1,0.0,1021.2,51,5.7,45
2018-06-01T10:30:00Z,2018-06-01T10:00:00Z,PT30M,18.6,0.05,-95,46.4,15.1,425,0,0,425,399,425,20.7,80.4,0.0,1021.3,50,5.7,39
2018-06-01T11:00:00Z,2018-06-01T10:30:00Z,PT30M,18.9,0.05,-100,50.6,15.1,430,0,0,430,404,430,20.9,78.7,0.0,1021.5,50,5.6,33
2018-06-01T11:30:00Z,2018-06-01T11:00:00Z,PT30M,19.2,0.05,-107,41.7,15.0,536,9,8,544,511,545,21.1,77.1,0.0,1021.6,49,5.6,27
2018-06-01T12:00:00Z,2018-06-01T11:30:00Z,PT30M,19.4,0.05,-117,28.0,15.0,531,187,176,708,672,720,21.2,75.6,0.0,1021.8,49,5.5,21
2018-06-01T12:30:00Z,2018-06-01T12:00:00Z,PT30M,19.5,0.05,-132,33.3,15.0,577,105,100,677,641,681,21.2,75.2,0.0,1021.8,48,5.5,16
2018-06-01T13:00:00Z,2018-06-01T12:30:00Z,PT30M,19.2,0.05,-157,35.4,14.9,587,83,81,668,633,669,21.1,75.9,0.0,1021.7,47,5.5,12
2018-06-01T13:30:00Z,2018-06-01T13:00:00Z,PT30M,19.0,0.05,168,33.8,14.8,607,81,80,687,651,687,20.9,76.7,0.0,1021.7,46,5.5,11
2018-06-01T14:00:00Z,2018-06-01T13:30:00Z,PT30M,18.8,0.05,139,43.3,14.8,580,1,1,581,546,581,20.8,77.5,0.0,1021.6,46,5.6,14
2018-06-01T14:30:00Z,2018-06-01T14:00:00Z,PT30M,18.5,0.05,121,36.6,14.7,573,61,57,630,595,635,20.6,78.3,0.0,1021.5,45,5.6,19
2018-06-01T15:00:00Z,2018-06-01T14:30:00Z,PT30M,18.3,0.05,110,27.3,14.6,519,191,173,692,656,714,20.5,79.1,0.0,1021.5,44,5.6,25
2018-06-01T15:30:00Z,2018-06-01T15:00:00Z,PT30M,18.2,0.05,102,31.6,14.6,518,109,95,612,577,632,20.3,79.7,0.0,1021.4,43,5.7,31
2018-06-01T16:00:00Z,2018-06-01T15:30:00Z,PT30M,18.1,0.05,97,45.8,14.7,446,1,1,448,420,448,20.0,80.2,0.0,1021.3,41,5.8,37
2018-06-01T16:30:00Z,2018-06-01T16:00:00Z,PT30M,18.1,0.05,92,54.0,14.7,340,0,0,340,320,340,19.7,80.6,0.0,1021.2,40,5.9,43
2018-06-01T17:00:00Z,2018-06-01T16:30:00Z,PT30M,18.0,0.05,88,58.4,14.7,270,0,0,270,253,270,19.4,81.0,0.0,1021.1,38,6.1,50
2018-06-01T17:30:00Z,2018-06-01T17:00:00Z,PT30M,18.0,0.05,84,59.6,14.8,221,0,0,221,208,221,19.1,81.4,0.0,1021.1,37,6.2,56
2018-06-01T18:00:00Z,2018-06-01T17:30:00Z,PT30M,17.9,0.05,81,62.0,14.8,169,0,0,169,159,169,18.9,81.9,0.0,1021.0,36,6.4,62
2018-06-01T18:30:00Z,2018-06-01T18:00:00Z,PT30M,17.9,0.05,77,64.4,14.8,118,0,0,118,111,118,18.6,82.0,0.0,1021.0,35,6.5,68
2018-06-01T19:00:00Z,2018-06-01T18:30:00Z,PT30M,17.8,0.05,74,54.5,14.7,101,0,0,101,96,101,18.4,81.9,0.0,1021.2,35,6.7,74
2018-06-01T19:30:00Z,2018-06-01T19:00:00Z,PT30M,17.7,0.05,70,47.2,14.6,65,0,0,65,61,65,18.1,81.8,0.0,1021.3,35,6.8,80
2018-06-01T20:00:00Z,2018-06-01T19:30:00Z,PT30M,17.7,0.05,66,18.4,14.5,21,58,5,26,19,20,17.9,81.7,0.0,1021.5,35,7.0,86
2018-06-01T20:30:00Z,2018-06-01T20:00:00Z,PT30M,17.6,0.05,62,0.0,14.4,1,2,0,1,1,1,17.6,81.7,0.0,1021.6,35,7.2,92
2018-06-01T21:00:00Z,2018-06-01T20:30:00Z,PT30M,17.5,0.05,58,0.0,14.3,0,0,0,0,0,0,17.4,81.5,0.0,1021.8,35,7.3,97
2018-06-01T21:30:00Z,2018-06-01T21:00:00Z,PT30M,17.5,0.05,53,0.0,14.2,0,0,0,0,0,0,17.3,81.2,0.0,1021.9,35,7.3,103
2018-06-01T22:00:00Z,2018-06-01T21:30:00Z,PT30M,17.5,0.05,48,0.0,14.1,0,0,0,0,0,0,17.3,80.7,0.0,1022.1,34,7.2,107
2018-06-01T22:30:00Z,2018-06-01T22:00:00Z,PT30M,17.5,0.05,42,0.0,14.0,0,0,0,0,0,0,17.4,80.2,0.0,1022.2,34,7.1,112
2018-06-01T23:00:00Z,2018-06-01T22:30:00Z,PT30M,17.4,0.05,36,0.0,13.9,0,0,0,0,0,0,17.4,79.7,0.0,1022.4,34,7.0,116
2018-06-01T23:30:00Z,2018-06-01T23:00:00Z,PT30M,17.4,0.05,29,0.0,13.8,0,0,0,0,0,0,17.5,79.1,0.0,1022.6,34,6.9,119
2018-06-02T00:00:00Z,2018-06-01T23:30:00Z,PT30M,17.4,0.05,22,0.0,13.7,0,0,0,0,0,0,17.5,78.6,0.0,1022.7,33,6.8,122
2018-06-02T00:30:00Z,2018-06-02T00:00:00Z,PT30M,17.4,0.05,14,0.0,13.5,0,0,0,0,0,0,17.5,78.1,0.0,1022.7,33,6.8,124
2018-06-02T01:00:00Z,2018-06-02T00:30:00Z,PT30M,17.3,0.05,6,0.0,13.4,0,0,0,0,0,0,17.4,77.6,0.0,1022.5,32,6.7,125
2018-06-02T01:30:00Z,2018-06-02T01:00:00Z,PT30M,17.3,0.05,-3,0.0,13.2,0,0,0,0,0,0,17.3,77.1,0.0,1022.4,32,6.7,125
2018-06-02T02:00:00Z,2018-06-02T01:30:00Z,PT30M,17.2,0.05,-11,0.0,13.1,0,0,0,0,0,0,17.2,76.6,0.0,1022.2,32,6.7,125
2018-06-02T02:30:00Z,2018-06-02T02:00:00Z,PT30M,17.2,0.05,-19,0.0,12.9,0,0,0,0,0,0,17.1,76.1,0.0,1022.0,31,6.7,123
2018-06-02T03:00:00Z,2018-06-02T02:30:00Z,PT30M,17.1,0.05,-27,0.0,12.8,0,0,0,0,0,0,17.0,75.6,0.0,1021.8,31,6.7,120
2018-06-02T03:30:00Z,2018-06-02T03:00:00Z,PT30M,17.1,0.05,-34,0.0,12.7,0,0,0,0,0,0,17.0,75.2,0.0,1021.7,31,6.7,117
2018-06-02T04:00:00Z,2018-06-02T03:30:00Z,PT30M,17.0,0.05,-40,0.0,12.6,0,0,0,0,0,0,17.1,75.1,0.0,1021.6,31,6.8,113
2018-06-02T04:30:00Z,2018-06-02T04:00:00Z,PT30M,17.0,0.05,-46,0.0,12.5,0,0,0,0,0,0,17.3,74.9,0.0,1021.5,31,6.8,109
2018-06-02T05:00:00Z,2018-06-02T04:30:00Z,PT30M,16.9,0.05,-52,0.0,12.4,0,0,0,0,0,0,17.4,74.7,0.0,1021.4,32,6.9,104
2018-06-02T05:30:00Z,2018-06-02T05:00:00Z,PT30M,16.9,0.05,-56,0.0,12.3,0,0,0,0,0,0,17.5,74.6,0.0,1021.3,32,6.9,99
2018-06-02T06:00:00Z,2018-06-02T05:30:00Z,PT30M,16.8,0.05,-61,0.0,12.2,0,0,0,0,0,0,17.6,74.4,0.0,1021.2,33,7.0,94
2018-06-02T06:30:00Z,2018-06-02T06:00:00Z,PT30M,16.8,0.05,-65,0.0,12.2,12,85,8,19,9,10,17.7,74.2,0.0,1021.2,33,7.0,88
2018-06-02T07:00:00Z,2018-06-02T06:30:00Z,PT30M,16.8,0.05,-69,0.0,12.1,37,394,56,93,27,133,18.0,73.9,0.0,1021.2,34,7.1,82
2018-06-02T07:30:00Z,2018-06-02T07:00:00Z,PT30M,16.8,0.05,-72,0.6,12.0,58,555,132,189,76,475,18.2,73.7,0.0,1021.3,35,7.1,76
2018-06-02T08:00:00Z,2018-06-02T07:30:00Z,PT30M,16.7,0.05,-76,5.5,12.0,100,537,181,281,178,678,18.5,73.4,0.0,1021.4,36,7.1,70
2018-06-02T08:30:00Z,2018-06-02T08:00:00Z,PT30M,16.7,0.05,-79,6.5,11.9,127,576,253,381,283,765,18.7,73.2,0.0,1021.4,37,7.1,64
2018-06-02T09:00:00Z,2018-06-02T08:30:00Z,PT30M,16.7,0.05,-83,3.2,11.8,116,714,382,498,399,880,18.9,72.9,0.0,1021.5,37,7.2,58
2018-06-02T09:30:00Z,2018-06-02T09:00:00Z,PT30M,16.9,0.05,-87,0.6,11.8,97,829,515,612,518,962,19.3,71.9,0.0,1021.6,38,7.0,52
2018-06-02T10:00:00Z,2018-06-02T09:30:00Z,PT30M,17.3,0.05,-91,5.9,11.8,182,693,486,668,594,914,19.8,70.3,0.0,1021.7,38,6.6,45
2018-06-02T10:30:00Z,2018-06-02T10:00:00Z,PT30M,17.7,0.05,-95,18.2,11.9,350,390,299,649,599,766,20.3,68.7,0.0,1021.9,39,6.2,39
2018-06-02T11:00:00Z,2018-06-02T10:30:00Z,PT30M,18.1,0.05,-100,24.8,11.9,454,239,200,655,615,707,20.9,67.1,0.0,1022.0,39,5.8,33
2018-06-02T11:30:00Z,2018-06-02T11:00:00Z,PT30M,18.5,0.05,-107,27.8,11.9,511,181,162,673,637,698,21.4,65.5,0.0,1022.1,39,5.4,27
2018-06-02T12:00:00Z,2018-06-02T11:30:00Z,PT30M,18.9,0.05,-116,26.4,12.0,522,213,200,722,686,737,21.9,64.1,0.0,1022.3,40,5.0,21
2018-06-02T12:30:00Z,2018-06-02T12:00:00Z,PT30M,18.9,0.05,-131,21.3,12.0,479,331,319,798,763,807,22.3,64.1,0.0,1022.3,39,4.9,15
2018-06-02T13:00:00Z,2018-06-02T12:30:00Z,PT30M,18.6,0.05,-157,13.9,12.0,380,518,507,888,854,890,22.6,65.5,0.0,1022.2,38,5.0,12
2018-06-02T13:30:00Z,2018-06-02T13:00:00Z,PT30M,18.3,0.05,168,9.2,12.1,301,649,637,938,904,939,23.0,67.0,0.0,1022.0,37,5.1,11
2018-06-02T14:00:00Z,2018-06-02T13:30:00Z,PT30M,18.0,0.05,138,17.9,12.1,437,411,399,836,802,843,23.3,68.5,0.0,1021.9,35,5.2,14
2018-06-02T14:30:00Z,2018-06-02T14:00:00Z,PT30M,17.7,0.05,120,24.3,12.1,506,255,242,748,713,762,23.7,70.1,0.0,1021.8,34,5.3,19
2018-06-02T15:00:00Z,2018-06-02T14:30:00Z,PT30M,17.4,0.05,110,29.1,12.2,531,151,137,669,633,687,24.0,71.6,0.0,1021.7,33,5.4,25
2018-06-02T15:30:00Z,2018-06-02T15:00:00Z,PT30M,17.2,0.05,102,27.2,12.2,487,182,156,643,606,679,24.3,72.5,0.0,1021.5,32,5.5,31
2018-06-02T16:00:00Z,2018-06-02T15:30:00Z,PT30M,17.2,0.05,96,24.4,12.3,429,231,185,615,574,678,24.6,72.6,0.0,1021.4,31,5.6,37
2018-06-02T16:30:00Z,2018-06-02T16:00:00Z,PT30M,17.2,0.05,92,27.2,12.3,411,164,120,531,494,594,24.8,72.6,0.0,1021.2,30,5.8,43
2018-06-02T17:00:00Z,2018-06-02T16:30:00Z,PT30M,17.3,0.05,88,24.6,12.3,350,201,129,479,436,579,25.1,72.7,0.0,1021.0,29,5.9,49
2018-06-02T17:30:00Z,2018-06-02T17:00:00Z,PT30M,17.3,0.05,84,14.7,12.4,236,394,221,457,391,681,25.3,72.8,0.0,1020.8,28,6.0,56
2018-06-02T18:00:00Z,2018-06-02T17:30:00Z,PT30M,17.3,0.05,81,22.6,12.4,240,199,96,335,290,475,25.6,72.9,0.0,1020.7,27,6.2,62
2018-06-02T18:30:00Z,2018-06-02T18:00:00Z,PT30M,17.3,0.05,77,25.6,12.4,201,106,39,241,209,331,25.8,73.0,0.0,1020.6,27,6.3,68
2018-06-02T19:00:00Z,2018-06-02T18:30:00Z,PT30M,17.3,0.05,74,17.2,12.5,127,199,52,178,128,312,26.0,73.1,0.0,1020.7,26,6.4,74
2018-06-02T19:30:00Z,2018-06-02T19:00:00Z,PT30M,17.3,0.05,70,17.0,12.5,75,129,23,98,68,135,26.2,73.1,0.0,1020.8,26,6.5,80
2018-06-02T20:00:00Z,2018-06-02T19:30:00Z,PT30M,17.4,0.05,66,0.3,12.5,22,145,14,36,18,22,26.4,73.2,0.0,1020.9,26,6.6,86
2018-06-02T20:30:00Z,2018-06-02T20:00:00Z,PT30M,17.4,0.05,62,0.0,12.6,1,2,0,1,1,1,26.5,73.3,0.0,1021.0,26,6.7,92
2018-06-02T21:00:00Z,2018-06-02T20:30:00Z,PT30M,17.4,0.05,58,0.0,12.6,0,0,0,0,0,0,26.7,73.4,0.0,1021.0,26,6.8,97
2018-06-02T21:30:00Z,2018-06-02T21:00:00Z,PT30M,17.4,0.05,53,0.0,12.5,0,0,0,0,0,0,26.8,73.1,0.0,1021.2,25,6.8,102
2018-06-02T22:00:00Z,2018-06-02T21:30:00Z,PT30M,17.4,0.05,48,0.0,12.4,0,0,0,0,0,0,26.9,72.6,0.0,1021.3,25,6.7,107
2018-06-02T22:30:00Z,2018-06-02T22:00:00Z,PT30M,17.4,0.05,42,0.0,12.3,0,0,0,0,0,0,26.9,72.0,0.0,1021.5,25,6.7,112
2018-06-02T23:00:00Z,2018-06-02T22:30:00Z,PT30M,17.5,0.05,36,0.0,12.2,0,0,0,0,0,0,27.0,71.5,0.0,1021.7,24,6.6,116
2018-06-02T23:30:00Z,2018-06-02T23:00:00Z,PT30M,17.5,0.05,29,0.0,12.1,0,0,0,0,0,0,27.0,70.9,0.0,1021.9,24,6.5,119
2018-06-03T00:00:00Z,2018-06-02T23:30:00Z,PT30M,17.5,0.05,22,0.0,12.1,0,0,0,0,0,0,27.1,70.4,0.0,1022.0,23,6.4,122
2018-06-03T00:30:00Z,2018-06-03T00:00:00Z,PT30M,17.5,0.05,14,0.0,12.1,0,0,0,0,0,0,27.0,70.7,0.0,1022.0,23,6.4,124
2018-06-03T01:00:00Z,2018-06-03T00:30:00Z,PT30M,17.5,0.05,6,0.0,12.4,0,0,0,0,0,0,26.9,71.8,0.0,1021.8,24,6.5,125
2018-06-03T01:30:00Z,2018-06-03T01:00:00Z,PT30M,17.5,0.05,-3,0.0,12.6,0,0,0,0,0,0,26.8,72.9,0.0,1021.6,25,6.5,125
2018-06-03T02:00:00Z,2018-06-03T01:30:00Z,PT30M,17.5,0.05,-11,0.0,12.8,0,0,0,0,0,0,26.6,74.0,0.0,1021.4,26,6.6,124
2018-06-03T02:30:00Z,2018-06-03T02:00:00Z,PT30M,17.5,0.05,-19,0.0,13.1,0,0,0,0,0,0,26.5,75.2,0.0,1021.2,26,6.6,123
2018-06-03T03:00:00Z,2018-06-03T02:30:00Z,PT30M,17.5,0.05,-27,0.0,13.3,0,0,0,0,0,0,26.4,76.3,0.0,1021.0,27,6.7,120
2018-06-03T03:30:00Z,2018-06-03T03:00:00Z,PT30M,17.5,0.05,-34,0.0,13.4,0,0,0,0,0,0,26.4,77.0,0.0,1020.8,28,6.7,117
2018-06-03T04:00:00Z,2018-06-03T03:30:00Z,PT30M,17.6,0.05,-40,0.0,13.5,0,0,0,0,0,0,26.4,77.3,0.0,1020.7,29,6.8,113
2018-06-03T04:30:00Z,2018-06-03T04:00:00Z,PT30M,17.6,0.05,-46,0.0,13.6,0,0,0,0,0,0,26.5,77.5,0.0,1020.7,29,6.8,109
2018-06-03T05:00:00Z,2018-06-03T04:30:00Z,PT30M,17.6,0.05,-51,0.0,13.7,0,0,0,0,0,0,26.6,77.8,0.0,1020.6,30,6.8,104
