,0
0,907.9145939981299
1,885.1128215663688
2,878.0690592277489
3,878.0690592277489
4,857.7778926856688
5,821.7620183730127
6,821.7620183730127
7,802.5112302810911
8,798.0443163816374
9,798.0443163816374
10,769.2160263212681
11,769.2160263212681
12,762.051879581664
13,742.8793234976112
14,727.6166580749028
15,727.6166580749028
16,727.6166580749028
17,727.6166580749028
18,719.2805088898272
19,716.1400872737922
20,704.9664731746925
21,698.9024530151909
22,697.6586596040406
23,690.1291816281365
24,690.1291816281365
25,662.4539287004159
26,662.4539287004159
27,662.4539287004159
28,662.4539287004159
29,662.4539287004159
30,654.6230285809212
31,628.3838928354302
32,623.2461396941824
33,611.6850971526073
34,598.7370477407758
35,598.7370477407758
36,578.9855690864783
37,570.3742383512448
38,555.1635747051197
39,555.1635747051197
40,548.7565021687262
41,519.2111169274544
42,519.2111169274544
43,519.2111169274544
44,519.2111169274544
45,519.2111169274544
46,519.2111169274544
47,519.2111169274544
48,519.1055848350155
49,519.1055848350155
50,519.1055848350155
51,512.5898022425849
52,512.5898022425849
53,512.5898022425849
54,505.4374005641669
55,505.4374005641669
56,473.9607735080868
57,473.9607735080868
58,473.9607735080868
59,458.39587886360545
60,458.39587886360545
61,458.39587886360545
62,458.39587886360545
63,458.39587886360545
64,458.39587886360545
65,458.39587886360545
66,458.39587886360545
67,458.39587886360545
68,458.39587886360545
69,458.39587886360545
70,443.74376198053375
71,443.74376198053375
72,443.74376198053375
73,443.74376198053375
74,443.74376198053375
75,443.74376198053375
76,443.74376198053375
77,443.74376198053375
78,443.74376198053375
79,443.74376198053375
80,443.74376198053375
81,443.74376198053375
82,443.74376198053375
83,443.74376198053375
84,436.12063542346385
85,436.12063542346385
86,436.12063542346385
87,436.12063542346385
88,436.12063542346385
89,436.12063542346385
90,436.12063542346385
91,436.12063542346385
92,436.12063542346385
93,436.12063542346385
94,436.12063542346385
95,436.12063542346385
96,435.00019989178793
97,432.4539642085485
98,429.0968947973736
99,429.0968947973736
100,429.0968947973736
101,426.4422423472653
102,426.4422423472653
103,426.4422423472653
104,426.4422423472653
105,426.4422423472653
106,420.97249392370736
107,420.97249392370736
108,420.97249392370736
109,420.97249392370736
110,420.97249392370736
111,420.97249392370736
112,420.97249392370736
113,420.97249392370736
114,420.97249392370736
115,420.97249392370736
116,420.97249392370736
117,420.97249392370736
118,420.97249392370736
119,420.97249392370736
120,420.97249392370736
121,400.57985392305727
122,400.57985392305727
123,398.8829556371372
124,398.8829556371372
125,398.8829556371372
126,398.8166346432573
127,398.8166346432573
128,393.4174579535452
129,393.4174579535452
130,393.4174579535452
131,393.4174579535452
132,393.4174579535452
133,393.2024240803081
134,393.2024240803081
135,393.2024240803081
136,393.2024240803081
137,392.35146778972194
138,392.35146778972194
139,392.35146778972194
140,387.35244234438665
141,381.6854209248523
142,381.6854209248523
143,381.6854209248523
144,381.6854209248523
145,381.6854209248523
146,378.21141819983853
147,367.5033115865654
148,367.5033115865654
149,367.5033115865654
150,367.5033115865654
151,367.5033115865654
152,367.5033115865654
153,367.5033115865654
154,367.5033115865654
155,367.5033115865654
156,367.5033115865654
157,367.5033115865654
158,367.5033115865654
159,367.5033115865654
160,359.304673260861
161,359.304673260861
162,359.304673260861
163,359.304673260861
164,359.304673260861
165,359.304673260861
166,359.304673260861
167,359.304673260861
168,358.10457614186515
169,354.61735584532835
170,353.6710313422917
171,349.82714508901927
172,344.0150540686626
173,344.0150540686626
174,344.0150540686626
175,338.3329013484813
176,338.3329013484813
177,338.3329013484813
178,337.32191551572
179,336.264816982863
180,336.264816982863
181,331.50141000100206
182,328.8002751883644
183,327.8097051559261
184,314.44928282993743
185,314.44928282993743
186,314.44928282993743
187,313.4440116398331
188,313.4440116398331
189,313.4440116398331
190,311.3216925084539
191,311.3216925084539
192,311.3216925084539
193,311.3216925084539
194,311.3216925084539
195,311.3216925084539
196,311.3216925084539
197,309.5591190805034
198,305.71589052782144
199,305.71589052782144
200,305.71589052782144
201,305.71589052782144
202,299.66215724079336
203,299.66215724079336
204,299.66215724079336
205,299.66215724079336
206,299.66215724079336
207,299.66215724079336
208,299.66215724079336
209,299.66215724079336
210,299.66215724079336
211,299.66215724079336
212,299.66215724079336
213,299.66215724079336
214,299.66215724079336
215,299.66215724079336
216,299.66215724079336
217,299.66215724079336
218,299.66215724079336
219,299.66215724079336
220,299.66215724079336
221,299.66215724079336
222,299.66215724079336
223,299.66215724079336
224,299.66215724079336
225,299.66215724079336
226,295.137906076077
227,288.7259639327512
228,288.7259639327512
229,288.40712843413723
230,288.40712843413723
231,288.40712843413723
232,288.40712843413723
233,288.40712843413723
234,288.40712843413723
235,288.40712843413723
236,288.40712843413723
237,288.40712843413723
238,288.40712843413723
239,288.18902098660095
240,288.18902098660095
241,286.7328380237252
242,286.7328380237252
243,286.7328380237252
244,286.7328380237252
245,286.7328380237252
246,284.5114506780027
247,284.5114506780027
248,284.5114506780027
249,275.7042352250148
250,271.26092363733267
251,271.26092363733267
252,271.26092363733267
253,271.26092363733267
254,271.26092363733267
255,271.26092363733267
256,271.26092363733267
257,271.26092363733267
258,266.3402905954819
259,266.3402905954819
260,266.3402905954819
261,263.68464778129055
262,263.68464778129055
263,262.87864528351633
264,261.1969875528676
265,261.1969875528676
266,261.1969875528676
267,261.1969875528676
268,261.1969875528676
